,,Karlen McCaffrey,UK,70% Dark Bites,16-Jun-23,"$3,472",158,"$1,680",Bites,,,,
,,Madelene Upcott,Australia,85% Dark Bars,11-Oct-22,$161,17,$120,Bars,,,,
,,Barr Faughny,USA,99% Dark & Pure,3-Feb-23,"$3,227",646,"$1,253",Bars,,,,
,,Mallorie Waber,Canada,99% Dark & Pure,2-Dec-22,"$8,267","1,181","$2,291",Bars,,,,
,,Beverie Moffet,Canada,Smooth Sliky Salty,27-May-22,"$1,246",50,$417,Bars,,,,
,,Wilone O'Kielt,UK,85% Dark Bars,24-Jan-22,$371,27,$190,Bars,,,,
,,Dotty Strutley,Canada,After Nines,9-Dec-22,"$7,805",391,"$3,789",Bites,,,,
,,Camilla Castle,USA,Orange Choco,1-Sep-22,"$2,464",99,"$1,250",Bars,,,,
,,Kaine Padly,Australia,Eclairs,21-Apr-22,"$6,748",675,"$3,227",Bites,,,,
,,Brien Boise,UK,Mint Chip Choco,17-Jan-23,"$7,301",812,"$5,254",Bars,,,,
,,Jan Morforth,New Zealand,Raspberry Choco,29-Jun-22,"$4,186",156,"$1,494",Bars,,,,
,,Dennison Crosswaite,Canada,Milk Bars,1-May-23,"$5,845",344,"$1,366",Bars,,,,
,,Rafaelita Blaksland,New Zealand,70% Dark Bites,10-Jun-22,"$6,832",311,"$3,306",Bites,,,,
,,Gigi Bohling,USA,Peanut Butter Cubes,16-Jan-23,"$1,386",77,$871,Bites,,,,
,,Gigi Bohling,New Zealand,Baker's Choco Chips,5-Jan-23,"$1,064",63,$332,Bars,,,,
,,Marney O'Breen,UK,White Choc,3-May-23,$875,68,$569,Other,,,,
,,Curtice Advani,Canada,Spicy Special Slims,30-Nov-22,"$12,152",468,"$7,362",Bites,,,,
,,Mallorie Waber,UK,Peanut Butter Cubes,26-Apr-22,"$14,770",704,"$7,962",Bites,,,,
,,Brien Boise,Australia,Mint Chip Choco,5-Jan-23,"$5,768",577,"$3,733",Bars,,,,
,,Roddy Speechley,USA,White Choc,13-Jan-23,"$2,849",190,"$1,590",Other,,,,
,,Kelci Walkden,New Zealand,50% Dark Bites,15-Nov-22,"$4,704",672,"$1,902",Bites,,,,
,,Gigi Bohling,New Zealand,Fruit & Nut Bars,14-Mar-22,$119,10,$73,Bars,,,,
,,Barr Faughny,Australia,Baker's Choco Chips,4-Apr-22,"$8,988",500,"$2,635",Bars,,,,
,,Madelene Upcott,UK,Caramel Stuffed Bars,18-May-23,"$3,668",306,"$1,203",Bars,,,,
,,Andria Kimpton,Canada,Mint Chip Choco,10-Oct-22,"$5,201",521,"$3,371",Bars,,,,
,,Van Tuxwell,New Zealand,Spicy Special Slims,5-May-22,"$7,371",238,"$3,744",Bites,,,,
,,Ches Bonnell,New Zealand,Spicy Special Slims,18-May-22,"$15,099",504,"$7,928",Bites,,,,
,,Dennison Crosswaite,Canada,99% Dark & Pure,16-Jan-23,"$4,011",402,$780,Bars,,,,
,,Brien Boise,UK,85% Dark Bars,26-Jul-22,"$7,462",747,"$5,266",Bars,,,,
,,Dennison Crosswaite,UK,Milk Bars,22-May-23,"$11,914",993,"$3,942",Bars,,,,
,,Rafaelita Blaksland,New Zealand,Mint Chip Choco,17-Mar-22,"$9,800","1,225","$7,926",Bars,,,,
,,Brien Boise,Australia,Smooth Sliky Salty,11-Jan-22,"$4,949",236,"$1,968",Bars,,,,
,,Beverie Moffet,UK,Milk Bars,10-Oct-22,"$2,926",244,$969,Bars,,,,
,,Brien Boise,USA,50% Dark Bites,7-Mar-22,$259,24,$68,Bites,,,,
,,Dennison Crosswaite,UK,Organic Choco Syrup,7-Mar-23,"$3,843",769,"$3,484",Other,,,,
,,Barr Faughny,USA,70% Dark Bites,30-Jun-23,$539,22,$234,Bites,,,,
,,Karlen McCaffrey,Australia,Manuka Honey Choco,20-Jan-22,"$14,854","1,143","$12,779",Other,,,,
,,Beverie Moffet,Australia,Orange Choco,5-May-23,"$13,489",466,"$5,886",Bars,,,,
,,Gunar Cockshoot,New Zealand,After Nines,29-Jun-22,$91,4,$39,Bites,,,,
,,Oby Sorrel,USA,Almond Choco,1-Dec-22,"$1,008",41,$501,Bars,,,,
,,Oby Sorrel,New Zealand,White Choc,25-Mar-22,$336,31,$259,Other,,,,
,,Gunar Cockshoot,India,Mint Chip Choco,14-Mar-22,$245,31,$201,Bars,,,,
,,Husein Augar,Canada,Baker's Choco Chips,9-Feb-22,"$18,809",990,"$5,217",Bars,,,,
,,Rafaelita Blaksland,UK,Milk Bars,15-May-23,"$6,090",469,"$1,862",Bars,,,,
,,Marney O'Breen,Canada,White Choc,26-Sep-22,"$3,892",300,"$2,511",Other,,,,
,,Rafaelita Blaksland,UK,Orange Choco,11-Jul-22,"$7,287",281,"$3,549",Bars,,,,
,,Dotty Strutley,New Zealand,Spicy Special Slims,16-May-23,"$9,471",316,"$4,971",Bites,,,,
,,Karlen McCaffrey,UK,Raspberry Choco,1-Nov-22,"$22,344",798,"$7,645",Bars,,,,
,,Camilla Castle,New Zealand,White Choc,13-Jun-22,$399,24,$201,Other,,,,
,,Curtice Advani,New Zealand,Peanut Butter Cubes,4-Apr-23,"$2,100",117,"$1,323",Bites,,,,
,,Brien Boise,USA,Milk Bars,5-Apr-23,"$2,268",142,$564,Bars,,,,
,,Dennison Crosswaite,Australia,Milk Bars,14-Feb-23,"$2,065",173,$687,Bars,,,,
,,Oby Sorrel,Canada,Drinking Coco,24-Jan-23,"$10,773",385,"$5,321",Other,,,,
,,Jehu Rudeforth,India,Spicy Special Slims,22-Jul-22,"$3,234",116,"$1,825",Bites,,,,
,,Kelci Walkden,UK,Fruit & Nut Bars,7-Jul-22,"$1,022",103,$751,Bars,,,,
,,Beverie Moffet,USA,85% Dark Bars,19-Sep-22,"$1,001",91,$642,Bars,,,,
,,Madelene Upcott,New Zealand,Orange Choco,18-Mar-22,"$7,623",263,"$3,322",Bars,,,,
,,Kelci Walkden,Canada,Spicy Special Slims,20-Jul-22,"$1,358",53,$834,Bites,,,,
,,Karlen McCaffrey,Canada,Peanut Butter Cubes,21-Feb-23,"$3,171",167,"$1,889",Bites,,,,
,,Marney O'Breen,USA,Mint Chip Choco,2-Mar-22,"$8,211","1,173","$7,589",Bars,,,,
,,Gunar Cockshoot,Canada,Spicy Special Slims,20-Jun-22,"$1,575",57,$897,Bites,,,,
,,Husein Augar,USA,After Nines,18-Jan-23,"$8,449",423,"$4,099",Bites,,,,
,,Kelci Walkden,USA,Manuka Honey Choco,29-Aug-22,"$2,093",140,"$1,565",Other,,,,
,,Ches Bonnell,UK,White Choc,19-Jan-23,"$10,535",811,"$6,788",Other,,,,
,,Husein Augar,New Zealand,70% Dark Bites,25-May-22,"$5,775",214,"$2,275",Bites,,,,
,,Camilla Castle,India,99% Dark & Pure,26-Apr-22,"$1,813",303,$588,Bars,,,,
,,Ches Bonnell,Canada,Organic Choco Syrup,21-Oct-22,"$13,076","1,635","$7,407",Other,,,,
,,Van Tuxwell,Canada,Almond Choco,5-Sep-22,"$4,221",146,"$1,783",Bars,,,,
,,Brien Boise,New Zealand,70% Dark Bites,23-Mar-23,$294,12,$128,Bites,,,,
,,Kelci Walkden,New Zealand,After Nines,15-May-23,"$12,026",602,"$5,833",Bites,,,,
,,Gunar Cockshoot,India,Choco Coated Almonds,28-Sep-22,"$1,036",148,$651,Bites,,,,
,,Madelene Upcott,USA,Spicy Special Slims,4-Jul-22,"$10,381",371,"$5,836",Bites,,,,
,,Jan Morforth,Australia,Eclairs,31-Jan-22,"$1,477",148,$707,Bites,,,,
,,Kelci Walkden,India,99% Dark & Pure,22-Aug-22,"$6,258",626,"$1,214",Bars,,,,
,,Oby Sorrel,USA,Drinking Coco,18-Feb-22,"$2,401",93,"$1,285",Other,,,,
,,Gigi Bohling,New Zealand,70% Dark Bites,7-Apr-23,"$11,333",540,"$5,740",Bites,,,,
,,Husein Augar,Australia,Manuka Honey Choco,2-Mar-23,"$9,891",521,"$5,825",Other,,,,
,,Kaine Padly,Canada,Baker's Choco Chips,19-Jan-22,$343,23,$121,Bars,,,,
,,Andria Kimpton,USA,Smooth Sliky Salty,24-Mar-22,"$10,493",457,"$3,811",Bars,,,,
,,Oby Sorrel,Australia,Orange Choco,24-Aug-22,"$8,183",341,"$4,307",Bars,,,,
,,Karlen McCaffrey,USA,Raspberry Choco,18-Feb-22,"$7,889",282,"$2,702",Bars,,,,
,,Karlen McCaffrey,Canada,Drinking Coco,10-Oct-22,"$5,187",236,"$3,262",Other,,,,
,,Dennison Crosswaite,Canada,Almond Choco,29-Jul-22,"$9,933",398,"$4,860",Bars,,,,
,,Wilone O'Kielt,Australia,Baker's Choco Chips,27-Jan-22,"$5,579",372,"$1,960",Bars,,,,
,,Kelci Walkden,USA,After Nines,25-Nov-22,"$12,124",607,"$5,882",Bites,,,,
,,Wilone O'Kielt,New Zealand,Manuka Honey Choco,3-Jan-23,"$12,754",982,"$10,979",Other,,,,
,,Rafaelita Blaksland,USA,Almond Choco,8-Jun-23,"$12,803",458,"$5,592",Bars,,,,
,,Gigi Bohling,India,Smooth Sliky Salty,8-Mar-23,"$1,806",96,$801,Bars,,,,
,,Andria Kimpton,India,85% Dark Bars,23-Feb-22,"$3,703",337,"$2,376",Bars,,,,
,,Marney O'Breen,USA,Orange Choco,5-Jul-22,$756,32,$404,Bars,,,,
,,Roddy Speechley,India,Drinking Coco,22-May-23,"$4,284",195,"$2,695",Other,,,,
,,Madelene Upcott,USA,50% Dark Bites,21-Jun-22,"$1,694",212,$600,Bites,,,,
,,Oby Sorrel,USA,50% Dark Bites,15-Jun-23,"$1,512",216,$611,Bites,,,,
,,Gunar Cockshoot,USA,Baker's Choco Chips,12-Sep-22,"$7,357",388,"$2,045",Bars,,,,
,,Curtice Advani,Canada,Raspberry Choco,14-Mar-22,"$6,937",248,"$2,376",Bars,,,,
,,Andria Kimpton,Australia,White Choc,31-Jan-22,"$1,680",120,"$1,004",Other,,,,
,,Brien Boise,New Zealand,Manuka Honey Choco,8-May-23,"$2,989",176,"$1,968",Other,,,,
,,Beverie Moffet,Canada,White Choc,6-Feb-23,"$13,720",915,"$7,659",Other,,,,
,,Gunar Cockshoot,Canada,Caramel Stuffed Bars,1-Feb-22,"$3,381",564,"$2,217",Bars,,,,
,,Wilone O'Kielt,UK,Choco Coated Almonds,27-Oct-22,"$3,087",281,"$1,236",Bites,,,,
,,Ches Bonnell,India,50% Dark Bites,27-Jan-22,"$1,974",247,$699,Bites,,,,
,,Marney O'Breen,India,Manuka Honey Choco,17-May-22,$833,49,$548,Other,,,,
,,Jan Morforth,USA,Drinking Coco,18-Nov-22,"$1,134",44,$608,Other,,,,
,,Oby Sorrel,UK,Baker's Choco Chips,25-Apr-22,"$2,821",217,"$1,144",Bars,,,,
,,Jehu Rudeforth,Canada,Spicy Special Slims,19-Jan-22,"$24,724",916,"$14,409",Bites,,,,
,,Brien Boise,Canada,Raspberry Choco,29-Jun-22,"$16,590",639,"$6,122",Bars,,,,
,,Curtice Advani,Canada,Manuka Honey Choco,25-Apr-23,"$9,786",612,"$6,842",Other,,,,
,,Madelene Upcott,India,Choco Coated Almonds,9-Feb-23,"$4,655",776,"$3,414",Bites,,,,
,,Dennison Crosswaite,USA,99% Dark & Pure,1-Apr-22,"$1,715",215,$417,Bars,,,,
,,Barr Faughny,UK,After Nines,30-Jan-23,"$9,408",428,"$4,147",Bites,,,,
,,Mallorie Waber,New Zealand,Drinking Coco,8-Jul-22,"$4,662",195,"$2,695",Other,,,,
,,Dotty Strutley,Canada,Drinking Coco,10-Aug-22,"$11,627",466,"$6,440",Other,,,,
,,Curtice Advani,USA,Manuka Honey Choco,23-Nov-22,"$1,323",89,$995,Other,,,,
,,Dotty Strutley,UK,85% Dark Bars,1-Jun-23,"$5,866",452,"$3,187",Bars,,,,
,,Jehu Rudeforth,Canada,Drinking Coco,24-May-23,"$10,248",427,"$5,901",Other,,,,
,,Wilone O'Kielt,New Zealand,Mint Chip Choco,19-Jul-22,"$1,414",118,$763,Bars,,,,
,,Rafaelita Blaksland,Canada,Fruit & Nut Bars,4-May-23,"$3,297",275,"$2,005",Bars,,,,
,,Dotty Strutley,UK,50% Dark Bites,5-May-23,$574,64,$181,Bites,,,,
,,Wilone O'Kielt,Canada,Mint Chip Choco,22-Feb-22,"$7,672",698,"$4,516",Bars,,,,
,,Kelci Walkden,India,Mint Chip Choco,13-Apr-22,"$4,473",407,"$2,633",Bars,,,,
,,Wilone O'Kielt,New Zealand,Baker's Choco Chips,3-Feb-22,"$1,456",77,$406,Bars,,,,
,,Andria Kimpton,Australia,70% Dark Bites,18-Feb-22,"$1,813",79,$840,Bites,,,,
,,Karlen McCaffrey,New Zealand,Choco Coated Almonds,14-Apr-23,"$6,552",596,"$2,622",Bites,,,,
,,Jehu Rudeforth,USA,85% Dark Bars,3-Apr-23,"$3,514",391,"$2,757",Bars,,,,
,,Camilla Castle,USA,Raspberry Choco,29-Jun-22,"$12,901",445,"$4,263",Bars,,,,
,,Roddy Speechley,Canada,Eclairs,20-Jun-22,$700,140,$669,Bites,,,,
,,Ches Bonnell,Australia,Peanut Butter Cubes,27-Jul-22,"$3,269",193,"$2,183",Bites,,,,
,,Andria Kimpton,Canada,50% Dark Bites,13-Jul-22,"$7,126",713,"$2,018",Bites,,,,
,,Camilla Castle,USA,Choco Coated Almonds,31-Oct-22,"$2,982",373,"$1,641",Bites,,,,
,,Jehu Rudeforth,New Zealand,70% Dark Bites,11-Nov-22,"$5,761",222,"$2,360",Bites,,,,
,,Oby Sorrel,Australia,Manuka Honey Choco,23-Nov-22,"$14,224",949,"$10,610",Other,,,,
,,Kelci Walkden,UK,70% Dark Bites,16-May-22,"$3,227",141,"$1,499",Bites,,,,
,,Wilone O'Kielt,USA,Manuka Honey Choco,16-Mar-23,"$13,041",816,"$9,123",Other,,,,
,,Barr Faughny,India,Drinking Coco,21-Dec-22,"$10,353",432,"$5,970",Other,,,,
,,Jehu Rudeforth,USA,Baker's Choco Chips,25-Nov-22,$161,9,$47,Bars,,,,
,,Beverie Moffet,Australia,Smooth Sliky Salty,21-Jun-22,"$9,086",379,"$3,161",Bars,,,,
,,Jehu Rudeforth,UK,Fruit & Nut Bars,31-Jan-23,"$8,904",990,"$7,217",Bars,,,,
,,Gigi Bohling,UK,Organic Choco Syrup,9-Feb-22,"$6,314",902,"$4,086",Other,,,,
,,Karlen McCaffrey,India,Manuka Honey Choco,10-Mar-22,"$7,364",410,"$4,584",Other,,,,
,,Madelene Upcott,New Zealand,Milk Bars,13-Sep-22,$812,74,$294,Bars,,,,
,,Jan Morforth,New Zealand,Eclairs,3-Feb-22,$728,81,$387,Bites,,,,
,,Curtice Advani,USA,Orange Choco,31-Mar-23,$413,18,$227,Bars,,,,
,,Camilla Castle,Australia,Manuka Honey Choco,29-Aug-22,"$3,059",170,"$1,901",Other,,,,
,,Barr Faughny,New Zealand,Choco Coated Almonds,10-Aug-22,"$5,523",503,"$2,213",Bites,,,,
,,Roddy Speechley,Australia,50% Dark Bites,22-Feb-23,"$6,867",859,"$2,431",Bites,,,,
,,Kelci Walkden,Australia,Fruit & Nut Bars,14-Jan-22,"$8,204",632,"$4,607",Bars,,,,
,,Barr Faughny,Canada,Baker's Choco Chips,6-May-22,"$3,402",243,"$1,281",Bars,,,,
,,Kaine Padly,USA,Manuka Honey Choco,11-Apr-22,"$4,095",315,"$3,522",Other,,,,
,,Marney O'Breen,UK,Organic Choco Syrup,4-Aug-22,$455,51,$231,Other,,,,
,,Brien Boise,Australia,99% Dark & Pure,24-Jan-22,"$7,665",959,"$1,860",Bars,,,,
,,Brien Boise,Canada,Spicy Special Slims,12-Dec-22,$504,19,$299,Bites,,,,
,,Marney O'Breen,USA,70% Dark Bites,2-Jun-23,"$2,625",105,"$1,116",Bites,,,,
,,Madelene Upcott,India,99% Dark & Pure,28-Jun-22,"$6,517",815,"$1,581",Bars,,,,
,,Jan Morforth,Australia,Orange Choco,2-Jun-23,"$3,052",109,"$1,377",Bars,,,,
,,Marney O'Breen,New Zealand,Manuka Honey Choco,15-Apr-22,"$2,212",158,"$1,766",Other,,,,
,,Dennison Crosswaite,UK,Choco Coated Almonds,23-Mar-22,"$4,130",376,"$1,654",Bites,,,,
,,Marney O'Breen,Australia,99% Dark & Pure,18-Nov-22,"$2,296",209,$405,Bars,,,,
,,Rafaelita Blaksland,USA,Smooth Sliky Salty,10-Jan-23,$959,48,$400,Bars,,,,
,,Jehu Rudeforth,UK,85% Dark Bars,20-Jan-23,"$6,223",519,"$3,659",Bars,,,,
,,Van Tuxwell,UK,White Choc,25-Feb-22,"$2,772",252,"$2,109",Other,,,,
,,Kelci Walkden,India,50% Dark Bites,13-May-22,"$4,396",550,"$1,557",Bites,,,,
,,Jehu Rudeforth,Canada,Raspberry Choco,30-May-22,"$3,269",122,"$1,169",Bars,,,,
,,Gunar Cockshoot,Canada,Eclairs,16-May-23,"$7,574",689,"$3,293",Bites,,,,
,,Beverie Moffet,Australia,Choco Coated Almonds,1-Sep-22,"$11,851",988,"$4,347",Bites,,,,
,,Curtice Advani,Canada,Fruit & Nut Bars,9-Aug-22,"$2,506",251,"$1,830",Bars,,,,
,,Andria Kimpton,Australia,Orange Choco,21-Apr-22,"$1,764",66,$834,Bars,,,,
,,Mallorie Waber,New Zealand,Smooth Sliky Salty,17-Jun-22,$161,7,$58,Bars,,,,
,,Andria Kimpton,UK,Almond Choco,16-Jan-23,"$4,459",149,"$1,819",Bars,,,,
,,Andria Kimpton,Canada,70% Dark Bites,20-Jan-22,"$2,436",98,"$1,042",Bites,,,,
,,Andria Kimpton,New Zealand,Drinking Coco,10-Jan-22,"$13,293",493,"$6,813",Other,,,,
,,Mallorie Waber,Canada,Eclairs,29-Nov-22,"$6,895",985,"$4,708",Bites,,,,
,,Andria Kimpton,Australia,Baker's Choco Chips,22-Jun-22,"$1,659",119,$627,Bars,,,,
,,Gigi Bohling,New Zealand,Organic Choco Syrup,10-Feb-22,$119,17,$77,Other,,,,
,,Jehu Rudeforth,UK,Peanut Butter Cubes,3-May-23,"$3,052",180,"$2,036",Bites,,,,
,,Ches Bonnell,India,Caramel Stuffed Bars,2-Feb-23,"$8,561",857,"$3,368",Bars,,,,
,,Beverie Moffet,Canada,Baker's Choco Chips,17-Feb-22,"$2,387",160,$843,Bars,,,,
,,Jehu Rudeforth,Australia,Eclairs,9-Aug-22,"$3,640",331,"$1,582",Bites,,,,
,,Barr Faughny,Australia,Mint Chip Choco,6-Sep-22,"$17,178","1,718","$11,115",Bars,,,,
,,Beverie Moffet,Australia,Eclairs,8-Mar-23,"$6,286",629,"$3,007",Bites,,,,
,,Marney O'Breen,UK,Choco Coated Almonds,4-May-22,"$4,060",339,"$1,492",Bites,,,,
,,Oby Sorrel,India,Raspberry Choco,11-Nov-22,$469,18,$172,Bars,,,,
,,Roddy Speechley,UK,99% Dark & Pure,7-Nov-22,"$1,533",140,$272,Bars,,,,
,,Dennison Crosswaite,Australia,Peanut Butter Cubes,13-Apr-23,"$12,341",537,"$6,073",Bites,,,,
,,Mallorie Waber,USA,Milk Bars,29-Mar-22,$280,24,$95,Bars,,,,
,,Wilone O'Kielt,New Zealand,Orange Choco,25-Jan-22,"$8,638",309,"$3,903",Bars,,,,
,,Husein Augar,Australia,99% Dark & Pure,6-Feb-23,"$6,650",605,"$1,174",Bars,,,,
,,Gunar Cockshoot,Canada,Peanut Butter Cubes,13-Jan-22,"$2,996",131,"$1,482",Bites,,,,
,,Gunar Cockshoot,Australia,Raspberry Choco,28-Apr-23,$392,16,$153,Bars,,,,
,,Andria Kimpton,Australia,Spicy Special Slims,29-May-23,"$2,695",104,"$1,636",Bites,,,,
,,Husein Augar,UK,Raspberry Choco,12-Sep-22,"$3,626",121,"$1,159",Bars,,,,
,,Marney O'Breen,USA,Fruit & Nut Bars,28-Feb-22,$462,52,$379,Bars,,,,
,,Ches Bonnell,Canada,Spicy Special Slims,10-Feb-23,$0,0,$0,Bites,,,,
,,Jan Morforth,USA,Peanut Butter Cubes,17-Nov-22,"$11,347",598,"$6,763",Bites,,,,
,,Rafaelita Blaksland,Australia,White Choc,6-May-22,"$4,235",283,"$2,369",Other,,,,
,,Barr Faughny,India,White Choc,22-Jun-22,"$6,650",416,"$3,482",Other,,,,
,,Husein Augar,USA,Organic Choco Syrup,14-Jun-23,"$5,838",584,"$2,646",Other,,,,
,,Madelene Upcott,UK,Mint Chip Choco,25-Feb-22,"$5,635",470,"$3,041",Bars,,,,
,,Mallorie Waber,Canada,Raspberry Choco,5-Apr-22,"$7,532",279,"$2,673",Bars,,,,
,,Karlen McCaffrey,India,Smooth Sliky Salty,4-May-23,"$5,208",217,"$1,810",Bars,,,,
,,Gunar Cockshoot,India,Smooth Sliky Salty,14-Feb-23,"$4,578",229,"$1,910",Bars,,,,
,,Jan Morforth,USA,99% Dark & Pure,26-Apr-22,"$5,397",540,"$1,048",Bars,,,,
,,Marney O'Breen,New Zealand,Orange Choco,30-Nov-22,"$7,511",327,"$4,130",Bars,,,,
,,Jehu Rudeforth,New Zealand,Milk Bars,17-Mar-22,"$6,699",559,"$2,219",Bars,,,,
,,Brien Boise,UK,Smooth Sliky Salty,18-Feb-22,$7,1,$8,Bars,,,,
,,Ches Bonnell,UK,Fruit & Nut Bars,27-Feb-23,"$3,185",319,"$2,326",Bars,,,,
,,Mallorie Waber,India,Eclairs,6-Jun-23,"$8,687","1,738","$8,308",Bites,,,,
,,Kelci Walkden,Canada,Raspberry Choco,30-Jun-23,"$1,617",60,$575,Bars,,,,
,,Barr Faughny,Australia,Raspberry Choco,1-Jun-23,"$8,204",283,"$2,711",Bars,,,,
,,Roddy Speechley,Canada,Drinking Coco,23-Jun-23,"$8,449",385,"$5,321",Other,,,,
,,Kelci Walkden,New Zealand,Almond Choco,19-Apr-22,"$2,268",88,"$1,074",Bars,,,,
,,Ches Bonnell,Canada,85% Dark Bars,11-Nov-22,"$9,394",723,"$5,097",Bars,,,,
,,Camilla Castle,UK,Choco Coated Almonds,15-Feb-23,"$5,117",512,"$2,253",Bites,,,,
,,Rafaelita Blaksland,USA,Choco Coated Almonds,25-Jan-22,"$10,269",934,"$4,110",Bites,,,,
,,Beverie Moffet,Australia,50% Dark Bites,3-Jun-22,"$5,152","1,031","$2,918",Bites,,,,
,,Gigi Bohling,New Zealand,85% Dark Bars,12-Apr-23,"$2,485",208,"$1,466",Bars,,,,
,,Ches Bonnell,India,Spicy Special Slims,14-Mar-23,"$5,110",197,"$3,099",Bites,,,,
,,Curtice Advani,Canada,Choco Coated Almonds,8-Jul-22,"$6,482",926,"$4,074",Bites,,,,
,,Kelci Walkden,New Zealand,Milk Bars,29-Jun-22,"$2,051",129,$512,Bars,,,,
,,Mallorie Waber,New Zealand,Orange Choco,30-Jun-22,"$2,149",90,"$1,137",Bars,,,,
,,Gigi Bohling,USA,After Nines,23-Dec-22,"$4,137",197,"$1,909",Bites,,,,
,,Gunar Cockshoot,New Zealand,Milk Bars,3-Mar-23,"$1,358",105,$417,Bars,,,,
,,Kaine Padly,India,Milk Bars,1-May-23,"$7,693",642,"$2,549",Bars,,,,
,,Van Tuxwell,USA,Organic Choco Syrup,4-Jul-22,$28,4,$18,Other,,,,
,,Karlen McCaffrey,Canada,Almond Choco,20-Jan-22,"$1,099",43,$525,Bars,,,,
,,Karlen McCaffrey,Canada,99% Dark & Pure,26-Apr-22,"$3,465",315,$611,Bars,,,,
,,Jehu Rudeforth,India,Eclairs,31-May-22,"$4,480",896,"$4,283",Bites,,,,
,,Dennison Crosswaite,New Zealand,Choco Coated Almonds,22-Jul-22,"$6,104",679,"$2,988",Bites,,,,
,,Kaine Padly,New Zealand,99% Dark & Pure,3-Mar-23,$987,90,$175,Bars,,,,
,,Karlen McCaffrey,USA,White Choc,9-Sep-22,"$13,202","1,016","$8,504",Other,,,,
,,Camilla Castle,India,Choco Coated Almonds,2-Jun-22,"$8,981","1,283","$5,645",Bites,,,,
,,Kelci Walkden,USA,Orange Choco,3-May-23,"$7,049",262,"$3,309",Bars,,,,
,,Oby Sorrel,USA,Mint Chip Choco,17-Mar-22,"$3,087",281,"$1,818",Bars,,,,
,,Gunar Cockshoot,New Zealand,70% Dark Bites,14-Mar-23,"$6,727",250,"$2,658",Bites,,,,
,,Barr Faughny,UK,70% Dark Bites,24-Mar-23,"$1,239",57,$606,Bites,,,,
,,Husein Augar,Australia,Almond Choco,11-Jan-22,"$3,759",130,"$1,587",Bars,,,,
,,Camilla Castle,Canada,Raspberry Choco,29-Apr-22,"$9,534",341,"$3,267",Bars,,,,
,,Barr Faughny,Australia,Caramel Stuffed Bars,7-Jun-22,"$4,753",476,"$1,871",Bars,,,,
,,Barr Faughny,India,Choco Coated Almonds,14-Mar-23,"$9,800","1,225","$5,390",Bites,,,,
,,Rafaelita Blaksland,India,After Nines,21-Jun-23,"$3,038",160,"$1,550",Bites,,,,
,,Roddy Speechley,India,Manuka Honey Choco,4-May-23,"$14,896",784,"$8,765",Other,,,,
,,Wilone O'Kielt,Australia,After Nines,18-Jan-22,"$6,979",318,"$3,081",Bites,,,,
,,Dennison Crosswaite,New Zealand,85% Dark Bars,17-Nov-22,$896,69,$486,Bars,,,,
,,Beverie Moffet,UK,Smooth Sliky Salty,16-May-23,"$1,260",58,$484,Bars,,,,
,,Brien Boise,India,White Choc,24-May-23,"$12,432",888,"$7,433",Other,,,,
,,Curtice Advani,Canada,Eclairs,23-Jun-22,"$10,220",930,"$4,445",Bites,,,,
,,Madelene Upcott,UK,Eclairs,7-Apr-22,"$14,364","2,052","$9,809",Bites,,,,
,,Kaine Padly,New Zealand,Mint Chip Choco,8-Mar-22,"$4,123",413,"$2,672",Bars,,,,
,,Jehu Rudeforth,India,Orange Choco,19-Jan-22,"$7,098",309,"$3,903",Bars,,,,
,,Brien Boise,Canada,Choco Coated Almonds,23-Mar-23,"$16,821","1,869","$8,224",Bites,,,,
,,Barr Faughny,India,Mint Chip Choco,10-Oct-22,"$1,281",143,$925,Bars,,,,
,,Mallorie Waber,UK,Mint Chip Choco,17-Mar-23,"$2,485",311,"$2,012",Bars,,,,
,,Kaine Padly,USA,85% Dark Bars,14-Mar-23,"$8,904",636,"$4,484",Bars,,,,
,,Gigi Bohling,India,Almond Choco,15-Dec-22,$217,9,$110,Bars,,,,
,,Husein Augar,New Zealand,After Nines,24-Aug-22,"$3,192",152,"$1,473",Bites,,,,
,,Marney O'Breen,Australia,50% Dark Bites,20-Jun-22,"$1,211",173,$490,Bites,,,,
,,Rafaelita Blaksland,India,Mint Chip Choco,16-Jan-23,"$3,920",327,"$2,116",Bars,,,,
,,Ches Bonnell,New Zealand,After Nines,27-Dec-22,"$1,645",83,$804,Bites,,,,
,,Marney O'Breen,UK,Baker's Choco Chips,7-Oct-22,"$1,428",102,$538,Bars,,,,
,,Kelci Walkden,India,Fruit & Nut Bars,16-Mar-22,"$6,104",470,"$3,426",Bars,,,,
,,Andria Kimpton,Canada,85% Dark Bars,28-Apr-23,"$10,486",954,"$6,726",Bars,,,,
,,Kaine Padly,Australia,Smooth Sliky Salty,7-Oct-22,"$15,386",616,"$5,137",Bars,,,,
,,Andria Kimpton,Australia,Drinking Coco,8-Feb-23,"$3,626",130,"$1,797",Other,,,,
,,Curtice Advani,UK,Almond Choco,17-Mar-22,$546,22,$269,Bars,,,,
,,Brien Boise,Canada,99% Dark & Pure,17-May-23,$287,32,$62,Bars,,,,
,,Van Tuxwell,USA,85% Dark Bars,10-Jan-22,"$4,452",318,"$2,242",Bars,,,,
,,Jan Morforth,USA,Mint Chip Choco,3-Mar-22,"$1,967",197,"$1,275",Bars,,,,
,,Camilla Castle,USA,Drinking Coco,20-Apr-23,"$7,231",329,"$4,547",Other,,,,
